ticker,strategy,Final [EUR],Total Return [%],CAGR [%],Vol (ann.) [%],Sharpe,Sortino,Max Drawdown [%],Calmar,Worst Year [%],Best Year [%],Years,dividends,interest,short_premium_received,short_buyback_paid,short_settle_paid,commissions,spread_cost,stock_fees,ftt,n_assignments,n_short_cycles,n_leaps_rolls,n_trades,min_cash,prem,skew,spread,p_short_target_delta,sweep,p_leaps_open_min_dte,p_defend_delta,div_yield
AIR.PA,CoveredCall,289128.0,190.3,8.05,31.4,0.26,0.32,-70.0,0.11,-40.1,87.9,13.8,30743.0,877.0,231698.0,650.0,342651.0,20365.0,34911.0,16375.0,11703.0,43,166,0,323,8.0,1.0,0.1,0.02,0.2,grid,,,
AIR.PA,PMCC,194394.0,96.7,5.04,23.1,0.13,0.17,-54.2,0.09,-22.5,51.3,13.8,0.0,58709.0,311219.0,17111.0,425828.0,23536.0,62492.0,0.0,0.0,49,170,11,204,33343.0,1.0,0.1,0.02,0.25,grid,,,
AIR.PA,CoveredCall,234621.0,135.6,6.42,29.9,0.21,0.25,-68.2,0.09,-38.7,73.2,13.8,27299.0,853.0,295701.0,534.0,424368.0,18442.0,31614.0,17075.0,11033.0,52,166,0,351,8.0,1.0,0.1,0.02,0.25,grid,,,
AIR.PA,PMCC,219408.0,122.0,5.97,20.5,0.16,0.2,-47.9,0.12,-19.4,49.4,13.8,0.0,62903.0,526543.0,27657.0,650942.0,24840.0,66839.0,0.0,0.0,62,170,11,204,35648.0,1.0,0.1,0.02,0.35,grid,,,
AIR.PA,CoveredCall,244279.0,145.3,6.74,27.6,0.21,0.24,-65.4,0.1,-34.3,57.6,13.8,27097.0,984.0,468025.0,2176.0,608118.0,18092.0,31029.0,21414.0,12705.0,68,166,0,403,12.0,1.0,0.1,0.02,0.35,grid,,,
AIR.PA,PMCC,211314.0,114.6,5.7,24.5,0.16,0.22,-55.3,0.1,-24.0,57.7,13.8,0.0,61357.0,226680.0,10029.0,323135.0,24208.0,77989.0,0.0,0.0,42,170,11,204,35326.0,1.0,0.1,0.03,0.2,grid,,,
AIR.PA,CoveredCall,289128.0,190.3,8.05,31.4,0.26,0.32,-70.0,0.11,-40.1,87.9,13.8,30743.0,877.0,231698.0,650.0,342651.0,20365.0,34911.0,16375.0,11703.0,43,166,0,323,8.0,1.0,0.1,0.03,0.2,grid,,,
AIR.PA,PMCC,179553.0,82.4,4.46,23.4,0.11,0.14,-54.7,0.08,-22.9,51.1,13.8,0.0,56228.0,301229.0,16495.0,410446.0,22936.0,73356.0,0.0,0.0,49,170,11,204,32649.0,1.0,0.1,0.03,0.25,grid,,,
AIR.PA,CoveredCall,234621.0,135.6,6.42,29.9,0.21,0.25,-68.2,0.09,-38.7,73.2,13.8,27299.0,853.0,295701.0,534.0,424368.0,18442.0,31614.0,17075.0,11033.0,52,166,0,351,8.0,1.0,0.1,0.03,0.25,grid,,,
AIR.PA,PMCC,201394.0,104.6,5.34,20.7,0.13,0.17,-48.8,0.11,-20.3,49.2,13.8,0.0,60116.0,507740.0,26597.0,626191.0,24106.0,78880.0,0.0,0.0,62,170,11,204,34928.0,1.0,0.1,0.03,0.35,grid,,,
AIR.PA,CoveredCall,244073.0,145.1,6.73,27.6,0.21,0.24,-65.4,0.1,-34.3,57.6,13.8,27096.0,982.0,467478.0,2176.0,608118.0,18090.0,31448.0,21414.0,12704.0,68,166,0,403,12.0,1.0,0.1,0.03,0.35,grid,,,
AIR.PA,PMCC,716588.0,622.8,15.45,23.4,0.52,0.78,-38.6,0.4,-21.1,64.0,13.8,0.0,115446.0,525372.0,32136.0,363388.0,38813.0,86781.0,0.0,0.0,27,173,11,208,39153.0,1.2,0.0,0.01,0.2,grid,,,
AIR.PA,CoveredCall,935214.0,839.1,17.67,32.8,0.51,0.66,-62.6,0.28,-32.2,99.0,13.8,59291.0,1041.0,575401.0,2236.0,438451.0,34394.0,58962.0,23217.0,22164.0,26,166,0,365,5.0,1.2,0.0,0.01,0.2,grid,,,
AIR.PA,PMCC,764289.0,671.0,15.99,22.0,0.56,0.8,-37.5,0.43,-14.1,61.2,13.8,0.0,129117.0,801561.0,37404.0,650271.0,43970.0,97963.0,0.0,0.0,37,173,11,208,37107.0,1.2,0.0,0.01,0.25,grid,,,
AIR.PA,CoveredCall,1121023.0,1025.7,19.23,31.3,0.56,0.7,-60.2,0.32,-31.8,108.3,13.8,73449.0,1102.0,953511.0,2674.0,817448.0,42392.0,72672.0,36508.0,32659.0,36,166,0,401,6.0,1.2,0.0,0.01,0.25,grid,,,
AIR.PA,PMCC,804373.0,711.4,16.43,19.4,0.63,0.84,-30.6,0.54,-10.6,57.0,13.8,0.0,133683.0,1335618.0,81014.0,1158907.0,45068.0,101097.0,0.0,0.0,57,173,11,208,37117.0,1.2,0.0,0.01,0.35,grid,,,
AIR.PA,CoveredCall,1031808.0,936.1,18.51,28.8,0.56,0.66,-56.1,0.33,-27.1,87.1,13.8,68457.0,1422.0,1436482.0,268.0,1368973.0,39142.0,67101.0,51511.0,43542.0,61,166,0,413,10.0,1.2,0.0,0.01,0.35,grid,,,
AIR.PA,PMCC,669625.0,578.4,14.92,23.6,0.5,0.75,-39.1,0.38,-21.2,63.3,13.8,0.0,110586.0,508444.0,31040.0,350288.0,37776.0,110492.0,0.0,0.0,27,173,11,208,38382.0,1.2,0.0,0.02,0.2,grid,,,
AIR.PA,CoveredCall,935214.0,839.1,17.67,32.8,0.51,0.66,-62.6,0.28,-32.2,99.0,13.8,59291.0,1041.0,575401.0,2236.0,438451.0,34394.0,58962.0,23217.0,22164.0,26,166,0,365,5.0,1.2,0.0,0.02,0.2,grid,,,
AIR.PA,PMCC,711304.0,620.6,15.43,22.2,0.54,0.77,-38.1,0.4,-14.2,61.1,13.8,0.0,123490.0,774144.0,36068.0,624918.0,42700.0,124222.0,0.0,0.0,37,173,11,208,36300.0,1.2,0.0,0.02,0.25,grid,,,
AIR.PA,CoveredCall,1121023.0,1025.7,19.23,31.3,0.56,0.7,-60.2,0.32,-31.8,108.3,13.8,73449.0,1102.0,953511.0,2674.0,817448.0,42392.0,72672.0,36508.0,32659.0,36,166,0,401,6.0,1.2,0.0,0.02,0.25,grid,,,
AIR.PA,PMCC,749100.0,658.9,15.86,19.6,0.6,0.8,-31.3,0.51,-11.3,56.8,13.8,0.0,127761.0,1290080.0,77985.0,1116968.0,43824.0,129214.0,0.0,0.0,57,173,11,208,36276.0,1.2,0.0,0.02,0.35,grid,,,
AIR.PA,CoveredCall,1031658.0,936.0,18.51,28.8,0.56,0.66,-56.1,0.33,-27.1,87.1,13.8,68456.0,1417.0,1436035.0,0.0,1368973.0,39130.0,67527.0,51511.0,43541.0,61,166,0,413,10.0,1.2,0.0,0.02,0.35,grid,,,
AIR.PA,PMCC,623687.0,534.6,14.37,23.8,0.48,0.71,-39.7,0.36,-21.3,62.7,13.8,0.0,105734.0,491460.0,29984.0,336901.0,36745.0,132403.0,0.0,0.0,27,173,11,208,37559.0,1.2,0.0,0.03,0.2,grid,,,
AIR.PA,CoveredCall,935214.0,839.1,17.67,32.8,0.51,0.66,-62.6,0.28,-32.2,99.0,13.8,59291.0,1041.0,575401.0,2236.0,438451.0,34394.0,58962.0,23217.0,22164.0,26,166,0,365,5.0,1.2,0.0,0.03,0.2,grid,,,
AIR.PA,PMCC,657903.0,569.4,14.81,22.4,0.51,0.72,-38.6,0.38,-14.7,60.1,13.8,0.0,117493.0,743179.0,34591.0,597115.0,41230.0,147810.0,0.0,0.0,37,173,11,208,36006.0,1.2,0.0,0.03,0.25,grid,,,
AIR.PA,CoveredCall,1120595.0,1025.3,19.22,31.3,0.56,0.7,-60.2,0.32,-31.8,108.3,13.8,73449.0,1092.0,953055.0,2674.0,817448.0,42392.0,73128.0,36508.0,32659.0,36,166,0,402,6.0,1.2,0.0,0.03,0.25,grid,,,
AIR.PA,PMCC,687403.0,599.4,15.18,19.8,0.57,0.75,-32.0,0.47,-12.0,55.9,13.8,0.0,121092.0,1229365.0,74173.0,1063606.0,42144.0,155614.0,0.0,0.0,57,173,11,208,35986.0,1.2,0.0,0.03,0.35,grid,,,
AIR.PA,CoveredCall,1025516.0,929.8,18.46,28.8,0.56,0.66,-56.1,0.33,-27.1,87.1,13.8,68410.0,1347.0,1431826.0,1148.0,1367037.0,39168.0,70798.0,51456.0,43461.0,61,166,0,416,8.0,1.2,0.0,0.03,0.35,grid,,,
AIR.PA,PMCC,504913.0,409.4,12.55,23.8,0.41,0.61,-46.6,0.27,-21.1,61.9,13.8,0.0,92831.0,411234.0,20964.0,364671.0,34095.0,75690.0,0.0,0.0,30,173,11,208,37902.0,1.2,0.1,0.01,0.2,grid,,,
AIR.PA,CoveredCall,726543.0,629.6,15.53,32.0,0.46,0.58,-64.9,0.24,-35.5,96.6,13.8,52425.0,926.0,472432.0,930.0,446438.0,31423.0,53868.0,22120.0,19947.0,29,166,0,356,5.0,1.2,0.1,0.01,0.2,grid,,,
AIR.PA,PMCC,487865.0,392.2,12.27,22.6,0.41,0.58,-44.3,0.28,-17.6,58.0,13.8,0.0,93455.0,569796.0,24372.0,538059.0,34436.0,76272.0,0.0,0.0,42,173,11,208,33839.0,1.2,0.1,0.01,0.25,grid,,,
AIR.PA,CoveredCall,739570.0,642.7,15.68,30.8,0.47,0.58,-62.9,0.25,-33.6,105.1,13.8,55909.0,1031.0,691929.0,3225.0,694504.0,33637.0,57663.0,31872.0,27470.0,42,166,0,392,4.0,1.2,0.1,0.01,0.25,grid,,,
AIR.PA,PMCC,655690.0,561.5,14.71,19.6,0.55,0.73,-35.4,0.42,-13.8,58.4,13.8,0.0,115690.0,1145047.0,67136.0,1038199.0,41547.0,93147.0,0.0,0.0,58,173,11,208,36916.0,1.2,0.1,0.01,0.35,grid,,,
AIR.PA,CoveredCall,869115.0,772.8,17.04,28.2,0.53,0.61,-57.3,0.3,-28.7,86.2,13.8,62204.0,1293.0,1257951.0,0.0,1247090.0,36547.0,62652.0,47136.0,37517.0,62,166,0,420,10.0,1.2,0.1,0.01,0.35,grid,,,
AIR.PA,PMCC,466416.0,372.6,11.94,24.0,0.39,0.57,-47.2,0.25,-21.2,61.8,13.8,0.0,88553.0,396942.0,20239.0,349533.0,33136.0,95658.0,0.0,0.0,30,173,11,208,37107.0,1.2,0.1,0.02,0.2,grid,,,
AIR.PA,CoveredCall,726543.0,629.6,15.53,32.0,0.46,0.58,-64.9,0.24,-35.5,96.6,13.8,52425.0,926.0,472432.0,930.0,446438.0,31423.0,53868.0,22120.0,19947.0,29,166,0,356,5.0,1.2,0.1,0.02,0.2,grid,,,
AIR.PA,PMCC,447463.0,353.4,11.61,22.7,0.39,0.54,-44.9,0.26,-17.7,57.0,13.8,0.0,88612.0,544361.0,23233.0,510439.0,33176.0,95387.0,0.0,0.0,42,173,11,208,33604.0,1.2,0.1,0.02,0.25,grid,,,
AIR.PA,CoveredCall,739570.0,642.7,15.68,30.8,0.47,0.58,-62.9,0.25,-33.6,105.1,13.8,55909.0,1031.0,691929.0,3225.0,694504.0,33637.0,57663.0,31872.0,27470.0,42,166,0,392,4.0,1.2,0.1,0.02,0.25,grid,,,
AIR.PA,PMCC,604662.0,512.7,14.07,19.8,0.52,0.68,-35.9,0.39,-14.6,57.5,13.8,0.0,109921.0,1098095.0,64180.0,993519.0,40075.0,117918.0,0.0,0.0,58,173,11,208,36649.0,1.2,0.1,0.02,0.35,grid,,,
AIR.PA,CoveredCall,864461.0,768.1,17.0,28.2,0.53,0.61,-57.3,0.3,-28.7,86.2,13.8,62202.0,1288.0,1257425.0,3781.0,1247090.0,36783.0,63450.0,47124.0,37498.0,62,166,0,419,10.0,1.2,0.1,0.02,0.35,grid,,,
AIR.PA,PMCC,429375.0,337.0,11.31,24.2,0.37,0.53,-47.7,0.24,-21.3,60.7,13.8,0.0,84224.0,380989.0,19435.0,333464.0,31985.0,113338.0,0.0,0.0,30,173,11,208,36761.0,1.2,0.1,0.03,0.2,grid,,,
AIR.PA,CoveredCall,726543.0,629.6,15.53,32.0,0.46,0.58,-64.9,0.24,-35.5,96.6,13.8,52425.0,926.0,472432.0,930.0,446438.0,31423.0,53868.0,22120.0,19947.0,29,166,0,356,5.0,1.2,0.1,0.03,0.2,grid,,,
AIR.PA,PMCC,414140.0,321.5,11.02,23.0,0.36,0.5,-45.5,0.24,-17.8,56.8,13.8,0.0,84695.0,524995.0,22346.0,489892.0,32252.0,113833.0,0.0,0.0,42,173,11,208,32742.0,1.2,0.1,0.03,0.25,grid,,,
AIR.PA,CoveredCall,739487.0,642.6,15.68,30.8,0.47,0.58,-62.9,0.25,-33.6,105.1,13.8,55907.0,1038.0,691579.0,3225.0,694250.0,33635.0,57912.0,31860.0,27450.0,42,166,0,391,4.0,1.2,0.1,0.03,0.25,grid,,,
AIR.PA,PMCC,554966.0,464.9,13.4,20.0,0.49,0.64,-36.7,0.37,-15.3,57.3,13.8,0.0,104523.0,1052223.0,61347.0,950735.0,38738.0,142028.0,0.0,0.0,58,173,11,208,35715.0,1.2,0.1,0.03,0.35,grid,,,
AIR.PA,CoveredCall,862775.0,766.4,16.98,28.2,0.52,0.61,-57.3,0.3,-28.7,86.2,13.8,62194.0,1246.0,1255117.0,3614.0,1247090.0,36773.0,65739.0,47123.0,37497.0,62,166,0,422,8.0,1.2,0.1,0.03,0.35,grid,,,
FP.PA,PMCC,229910.0,131.7,5.6,16.8,0.14,0.19,-30.3,0.18,-19.3,28.4,15.4,0.0,83483.0,382881.0,37822.0,280435.0,20449.0,66235.0,0.0,0.0,43,204,20,267,64651.0,,,,,leaps_dte,360.0,,
FP.PA,PMCC,308918.0,211.9,7.65,16.3,0.25,0.34,-30.9,0.25,-18.1,28.8,15.4,0.0,93953.0,419971.0,24149.0,318921.0,20965.0,64247.0,0.0,0.0,42,198,12,237,55730.0,,,,,leaps_dte,540.0,,
FP.PA,PMCC,349015.0,252.8,8.51,15.3,0.3,0.42,-25.3,0.34,-12.2,29.8,15.4,0.0,92137.0,423601.0,26935.0,317001.0,20041.0,62597.0,0.0,0.0,40,192,8,218,39614.0,,,,,leaps_dte,720.0,,
FP.PA,PMCC,308918.0,211.9,7.65,16.3,0.25,0.34,-30.9,0.25,-18.1,28.8,15.4,0.0,93953.0,419971.0,24149.0,318921.0,20965.0,64247.0,0.0,0.0,42,198,12,237,55730.0,,,,,defend,,,
FP.PA,PMCC,237964.0,140.3,5.84,17.3,0.15,0.21,-34.1,0.17,-25.3,32.0,15.4,0.0,77931.0,381693.0,336788.0,13149.0,23091.0,63874.0,0.0,0.0,4,212,12,311,55669.0,,,,,defend,,0.6,
FP.PA,PMCC,319631.0,222.7,7.89,16.6,0.26,0.36,-31.2,0.25,-17.3,31.5,15.4,0.0,96175.0,405271.0,22973.0,285162.0,22608.0,66511.0,0.0,0.0,38,198,12,237,60183.0,,,,,divyield,,,0.043
FP.PA,CoveredCall,523899.0,425.5,11.35,21.8,0.38,0.49,-41.9,0.27,-23.2,35.7,15.4,186409.0,1466.0,535097.0,179.0,376575.0,24432.0,41883.0,20743.0,9005.0,38,186,0,407,7.0,,,,,divyield,,,0.043
FP.PA,PMCC,308918.0,211.9,7.65,16.3,0.25,0.34,-30.9,0.25,-18.1,28.8,15.4,0.0,93953.0,419971.0,24149.0,318921.0,20965.0,64247.0,0.0,0.0,42,198,12,237,55730.0,,,,,divyield,,,0.053
FP.PA,CoveredCall,462510.0,363.8,10.45,21.5,0.35,0.44,-41.8,0.25,-24.5,34.4,15.4,216731.0,1474.0,533016.0,139.0,419976.0,21707.0,37212.0,23435.0,13768.0,42,186,0,416,8.0,,,,,divyield,,,0.053
FP.PA,PMCC,384246.0,287.9,9.18,16.3,0.33,0.45,-29.8,0.31,-17.2,32.3,15.4,0.0,104951.0,469172.0,29674.0,308530.0,21747.0,71478.0,0.0,0.0,38,198,12,237,57229.0,,,,,divyield,,,0.063
FP.PA,CoveredCall,570539.0,471.9,11.96,21.6,0.41,0.52,-41.1,0.29,-23.5,36.3,15.4,291487.0,1580.0,601987.0,1720.0,411828.0,23196.0,39765.0,23432.0,13711.0,38,186,0,425,5.0,,,,,divyield,,,0.063
MC.PA,PMCC,293599.0,195.3,7.27,19.6,0.22,0.32,-44.7,0.16,-19.8,63.4,15.4,0.0,82394.0,418982.0,41456.0,259681.0,8822.0,52813.0,0.0,0.0,34,203,20,265,40102.0,,,,,leaps_dte,360.0,,
MC.PA,PMCC,452999.0,356.2,10.33,19.3,0.36,0.53,-36.6,0.28,-17.5,59.4,15.4,0.0,109852.0,543892.0,35779.0,362933.0,10397.0,58887.0,0.0,0.0,32,196,12,234,46043.0,,,,,leaps_dte,540.0,,
MC.PA,PMCC,328846.0,231.4,8.07,16.8,0.27,0.39,-38.9,0.21,-14.1,63.5,15.4,0.0,76283.0,376820.0,12472.0,257881.0,6814.0,35745.0,0.0,0.0,32,186,8,212,49125.0,,,,,leaps_dte,720.0,,
MC.PA,PMCC,452999.0,356.2,10.33,19.3,0.36,0.53,-36.6,0.28,-17.5,59.4,15.4,0.0,109852.0,543892.0,35779.0,362933.0,10397.0,58887.0,0.0,0.0,32,196,12,234,46043.0,,,,,defend,,,
MC.PA,PMCC,447884.0,351.1,10.25,19.9,0.35,0.53,-35.5,0.29,-24.9,59.6,15.4,0.0,108410.0,568650.0,400874.0,12301.0,12316.0,66238.0,0.0,0.0,3,201,12,272,46228.0,,,,,defend,,0.6,
MC.PA,PMCC,474563.0,378.0,10.67,19.4,0.37,0.55,-35.8,0.3,-18.3,61.5,15.4,0.0,116583.0,614052.0,41507.0,403671.0,11826.0,61947.0,0.0,0.0,36,195,12,233,46852.0,,,,,divyield,,,0.009
MC.PA,CoveredCall,538533.0,439.4,11.54,25.2,0.37,0.48,-62.7,0.18,-36.6,88.5,15.4,32589.0,2823.0,551850.0,3906.0,398390.0,8477.0,15734.0,20432.0,14372.0,37,186,0,296,51.0,,,,,divyield,,,0.009
MC.PA,PMCC,452999.0,356.2,10.33,19.3,0.36,0.53,-36.6,0.28,-17.5,59.4,15.4,0.0,109852.0,543892.0,35779.0,362933.0,10397.0,58887.0,0.0,0.0,32,196,12,234,46043.0,,,,,divyield,,,0.019
MC.PA,CoveredCall,488572.0,389.3,10.84,25.1,0.35,0.45,-63.0,0.17,-36.5,88.4,15.4,63312.0,2868.0,481252.0,3427.0,356616.0,7360.0,13732.0,18181.0,11984.0,37,186,0,290,28.0,,,,,divyield,,,0.019
MC.PA,PMCC,501706.0,405.3,11.07,19.3,0.39,0.57,-37.7,0.29,-15.8,60.9,15.4,0.0,118024.0,625419.0,40186.0,411448.0,10448.0,63205.0,0.0,0.0,36,197,12,236,43692.0,,,,,divyield,,,0.029
MC.PA,CoveredCall,543939.0,444.7,11.61,25.2,0.37,0.48,-62.8,0.18,-35.0,89.1,15.4,105480.0,3214.0,552316.0,3278.0,402566.0,7474.0,14278.0,19968.0,13347.0,38,186,0,295,25.0,,,,,divyield,,,0.029
BNP.PA,PMCC,367752.0,270.1,8.85,22.5,0.28,0.42,-39.6,0.22,-22.4,50.9,15.4,0.0,100090.0,628600.0,57705.0,283640.0,19332.0,82645.0,0.0,0.0,26,204,20,267,61479.0,,,,,leaps_dte,360.0,,
BNP.PA,PMCC,551767.0,455.8,11.75,22.2,0.4,0.58,-36.9,0.32,-16.9,63.4,15.4,0.0,118690.0,760904.0,44872.0,342885.0,21380.0,85616.0,0.0,0.0,28,197,12,236,60064.0,,,,,leaps_dte,540.0,,
BNP.PA,PMCC,523956.0,428.5,11.39,19.1,0.41,0.6,-38.1,0.3,-17.6,59.3,15.4,0.0,107857.0,688520.0,18155.0,309896.0,18358.0,69643.0,0.0,0.0,27,189,8,216,63464.0,,,,,leaps_dte,720.0,,
BNP.PA,PMCC,551767.0,455.8,11.75,22.2,0.4,0.58,-36.9,0.32,-16.9,63.4,15.4,0.0,118690.0,760904.0,44872.0,342885.0,21380.0,85616.0,0.0,0.0,28,197,12,236,60064.0,,,,,defend,,,
BNP.PA,PMCC,469642.0,373.1,10.59,22.9,0.35,0.52,-38.6,0.27,-23.6,62.7,15.4,0.0,111821.0,768569.0,442221.0,15781.0,23804.0,88817.0,0.0,0.0,4,202,12,279,60943.0,,,,,defend,,0.6,
BNP.PA,PMCC,601005.0,505.4,12.38,22.2,0.42,0.63,-36.8,0.34,-15.9,62.4,15.4,0.0,129302.0,799443.0,53567.0,324719.0,24183.0,91914.0,0.0,0.0,30,196,12,235,62985.0,,,,,divyield,,,0.029
BNP.PA,CoveredCall,819900.0,721.6,14.62,32.6,0.43,0.55,-66.5,0.22,-48.4,109.1,15.4,151988.0,1895.0,904631.0,664.0,414410.0,22745.0,38991.0,24182.0,17803.0,32,186,0,388,23.0,,,,,divyield,,,0.029
BNP.PA,PMCC,551767.0,455.8,11.75,22.2,0.4,0.58,-36.9,0.32,-16.9,63.4,15.4,0.0,118690.0,760904.0,44872.0,342885.0,21380.0,85616.0,0.0,0.0,28,197,12,236,60064.0,,,,,divyield,,,0.039
BNP.PA,CoveredCall,751628.0,653.1,13.98,32.5,0.42,0.53,-65.6,0.21,-46.9,114.1,15.4,193315.0,2066.0,874213.0,603.0,429890.0,20450.0,35072.0,21694.0,16155.0,30,186,0,377,12.0,,,,,divyield,,,0.039
BNP.PA,PMCC,655949.0,560.7,13.01,22.0,0.45,0.65,-36.0,0.36,-14.9,66.2,15.4,0.0,137312.0,881774.0,41068.0,401095.0,23987.0,101832.0,0.0,0.0,28,197,12,236,61699.0,,,,,divyield,,,0.049
BNP.PA,CoveredCall,799958.0,701.4,14.44,32.6,0.43,0.55,-66.3,0.22,-46.5,111.1,15.4,267318.0,2248.0,942296.0,636.0,474719.0,21390.0,36731.0,25002.0,19501.0,30,186,0,392,10.0,,,,,divyield,,,0.049
OR.PA,PMCC,336337.0,238.6,8.22,15.8,0.28,0.42,-32.9,0.25,-21.3,37.6,15.4,0.0,86743.0,373894.0,35999.0,196432.0,8724.0,47832.0,0.0,0.0,38,204,20,267,70496.0,,,,,leaps_dte,360.0,,
OR.PA,PMCC,426614.0,329.9,9.91,15.5,0.38,0.56,-27.9,0.35,-21.2,44.2,15.4,0.0,91084.0,390588.0,28076.0,212371.0,8153.0,41926.0,0.0,0.0,38,195,12,233,66380.0,,,,,leaps_dte,540.0,,
OR.PA,PMCC,464586.0,368.5,10.52,15.0,0.43,0.63,-20.1,0.52,-15.0,39.4,15.4,0.0,90274.0,394896.0,11706.0,224402.0,7943.0,37663.0,0.0,0.0,37,189,8,215,62576.0,,,,,leaps_dte,720.0,,
OR.PA,PMCC,426614.0,329.9,9.91,15.5,0.38,0.56,-27.9,0.35,-21.2,44.2,15.4,0.0,91084.0,390588.0,28076.0,212371.0,8153.0,41926.0,0.0,0.0,38,195,12,233,66380.0,,,,,defend,,,
OR.PA,PMCC,338548.0,241.2,8.28,16.4,0.28,0.43,-32.9,0.25,-25.9,38.9,15.4,0.0,75262.0,347322.0,230488.0,2291.0,8463.0,39667.0,0.0,0.0,6,201,12,280,61790.0,,,,,defend,,0.6,
OR.PA,PMCC,408941.0,312.2,9.61,16.0,0.36,0.53,-28.5,0.34,-21.9,41.6,15.4,0.0,89660.0,364938.0,23808.0,189682.0,8722.0,41857.0,0.0,0.0,37,195,12,233,65703.0,,,,,divyield,,,0.006
OR.PA,CoveredCall,656600.0,557.6,12.98,21.1,0.46,0.6,-43.2,0.3,-26.4,43.9,15.4,24207.0,2777.0,494952.0,1219.0,284920.0,9854.0,17354.0,23033.0,17693.0,38,186,0,294,51.0,,,,,divyield,,,0.006
OR.PA,PMCC,426614.0,329.9,9.91,15.5,0.38,0.56,-27.9,0.35,-21.2,44.2,15.4,0.0,91084.0,390588.0,28076.0,212371.0,8153.0,41926.0,0.0,0.0,38,195,12,233,66380.0,,,,,divyield,,,0.016
OR.PA,CoveredCall,658622.0,559.6,13.0,21.1,0.46,0.6,-43.5,0.3,-26.9,45.6,15.4,64202.0,2924.0,524434.0,1197.0,308556.0,9168.0,16272.0,23719.0,19957.0,38,186,0,293,29.0,,,,,divyield,,,0.016
OR.PA,PMCC,390240.0,293.4,9.28,15.9,0.34,0.5,-29.1,0.32,-20.6,44.9,15.4,0.0,88592.0,378581.0,28925.0,224509.0,7634.0,41283.0,0.0,0.0,38,196,12,235,63222.0,,,,,divyield,,,0.026
OR.PA,CoveredCall,609089.0,510.0,12.43,21.0,0.43,0.57,-42.8,0.29,-26.0,49.1,15.4,101546.0,3281.0,495477.0,1089.0,321338.0,8452.0,15179.0,21784.0,15307.0,39,186,0,290,13.0,,,,,divyield,,,0.026
AIR.PA,PMCC,558982.0,465.3,13.41,23.3,0.45,0.64,-49.8,0.27,-22.0,70.0,13.8,0.0,98931.0,707953.0,58533.0,522289.0,41657.0,126747.0,0.0,0.0,39,183,18,239,41181.0,,,,,leaps_dte,360.0,,
AIR.PA,PMCC,607814.0,515.2,14.11,22.2,0.49,0.68,-48.7,0.29,-22.2,67.9,13.8,0.0,107928.0,743763.0,39039.0,573840.0,39417.0,117786.0,0.0,0.0,38,173,11,208,34514.0,,,,,leaps_dte,540.0,,
AIR.PA,PMCC,760955.0,671.4,16.0,22.3,0.56,0.79,-47.3,0.34,-20.8,72.6,13.8,0.0,91684.0,768557.0,30955.0,627638.0,36144.0,102393.0,0.0,0.0,36,162,7,185,53102.0,,,,,leaps_dte,720.0,,
AIR.PA,PMCC,607814.0,515.2,14.11,22.2,0.49,0.68,-48.7,0.29,-22.2,67.9,13.8,0.0,107928.0,743763.0,39039.0,573840.0,39417.0,117786.0,0.0,0.0,38,173,11,208,34514.0,,,,,defend,,,
AIR.PA,PMCC,319213.0,223.1,8.89,24.8,0.28,0.41,-63.6,0.14,-36.7,71.6,13.8,0.0,57706.0,426300.0,369116.0,6373.0,29446.0,77934.0,0.0,0.0,5,180,11,264,28126.0,,,,,defend,,0.6,
AIR.PA,PMCC,540150.0,447.3,13.14,22.4,0.45,0.64,-49.6,0.26,-19.2,63.5,13.8,0.0,93588.0,616209.0,32907.0,466729.0,35747.0,102887.0,0.0,0.0,33,171,11,205,34547.0,,,,,divyield,,,0.003
AIR.PA,CoveredCall,950560.0,855.0,17.81,30.6,0.53,0.65,-61.3,0.29,-34.8,85.2,13.8,13409.0,975.0,784109.0,3489.0,648144.0,34834.0,59715.0,25653.0,22170.0,35,166,0,373,10.0,,,,,divyield,,,0.003
AIR.PA,PMCC,607814.0,515.2,14.11,22.2,0.49,0.68,-48.7,0.29,-22.2,67.9,13.8,0.0,107928.0,743763.0,39039.0,573840.0,39417.0,117786.0,0.0,0.0,38,173,11,208,34514.0,,,,,divyield,,,0.013
AIR.PA,CoveredCall,1119263.0,1023.9,19.21,30.5,0.57,0.7,-60.7,0.32,-34.0,102.5,13.8,72042.0,1111.0,991815.0,1583.0,836835.0,40700.0,69771.0,38949.0,37013.0,38,166,0,387,6.0,,,,,divyield,,,0.013
AIR.PA,PMCC,549070.0,455.6,13.27,22.7,0.45,0.63,-50.4,0.26,-24.5,66.7,13.8,0.0,94250.0,608506.0,32824.0,475919.0,32648.0,101595.0,0.0,0.0,33,174,11,209,35274.0,,,,,divyield,,,0.023
AIR.PA,CoveredCall,850452.0,753.6,16.86,30.9,0.5,0.62,-64.4,0.26,-36.1,83.4,13.8,96943.0,1105.0,705270.0,520.0,620977.0,29314.0,50253.0,27053.0,25138.0,36,166,0,387,7.0,,,,,divyield,,,0.023
