ticker,strategy,Final [EUR],Total Return [%],CAGR [%],Vol (ann.) [%],Sharpe,Sortino,Max Drawdown [%],Calmar,Worst Year [%],Best Year [%],Years,dividends,interest,short_premium_received,short_buyback_paid,short_settle_paid,commissions,spread_cost,stock_fees,ftt,n_assignments,n_short_cycles,n_leaps_rolls,n_trades,min_cash,prem,skew,spread,p_short_target_delta,sweep,p_leaps_open_min_dte,p_defend_delta,div_yield
MC.PA,PMCC,544422.0,450.0,11.68,19.5,0.42,0.61,-35.6,0.33,-10.5,58.0,15.4,0.0,131260.0,668037.0,46720.0,440778.0,12040.0,93873.0,0.0,0.0,32,197,12,236,46484.0,1.2,0.0,0.03,0.25,grid,,,
MC.PA,CoveredCall,566862.0,467.7,11.91,25.7,0.38,0.5,-62.5,0.19,-29.2,93.0,15.4,72348.0,3062.0,567177.0,5623.0,412306.0,8258.0,19378.0,20669.0,14255.0,34,186,0,295,19.0,1.2,0.0,0.03,0.25,grid,,,
MC.PA,PMCC,634587.0,541.3,12.8,17.2,0.51,0.69,-31.3,0.41,-7.4,57.2,15.4,0.0,149673.0,1232599.0,99173.0,905343.0,13632.0,119665.0,0.0,0.0,61,197,12,236,48923.0,1.2,0.0,0.03,0.35,grid,,,
MC.PA,CoveredCall,621230.0,522.2,12.58,23.3,0.42,0.51,-59.7,0.21,-31.4,103.6,15.4,77095.0,3389.0,982681.0,6067.0,797133.0,8776.0,30851.0,34032.0,19945.0,65,186,0,370,23.0,1.2,0.0,0.03,0.35,grid,,,
MC.PA,PMCC,370591.0,272.0,8.89,20.6,0.29,0.43,-39.7,0.22,-13.8,56.3,15.4,0.0,94834.0,349884.0,25706.0,254528.0,9088.0,31502.0,0.0,0.0,25,195,12,233,40400.0,1.2,0.1,0.01,0.2,grid,,,
MC.PA,CoveredCall,368616.0,269.1,8.83,26.1,0.28,0.37,-64.4,0.14,-31.3,86.8,15.4,51347.0,2968.0,290073.0,1019.0,232004.0,6034.0,10344.0,11809.0,8465.0,26,186,0,256,21.0,1.2,0.1,0.01,0.2,grid,,,
MC.PA,PMCC,390712.0,292.2,9.26,19.9,0.31,0.44,-39.4,0.23,-14.4,56.9,15.4,0.0,98996.0,471091.0,32704.0,361960.0,9485.0,33054.0,0.0,0.0,40,195,12,233,39126.0,1.2,0.1,0.01,0.25,grid,,,
MC.PA,CoveredCall,382344.0,282.9,9.09,25.0,0.29,0.37,-62.8,0.14,-30.8,95.5,15.4,53273.0,3145.0,385386.0,1113.0,324739.0,6209.0,10648.0,17279.0,10970.0,42,186,0,290,23.0,1.2,0.1,0.01,0.25,grid,,,
MC.PA,PMCC,564483.0,466.7,11.9,17.0,0.46,0.63,-32.1,0.37,-9.4,56.8,15.4,0.0,133476.0,1079043.0,88698.0,826430.0,12420.0,44069.0,0.0,0.0,62,195,12,233,46349.0,1.2,0.1,0.01,0.35,grid,,,
MC.PA,CoveredCall,514677.0,415.4,11.21,22.7,0.37,0.45,-59.5,0.19,-30.9,102.5,15.4,66437.0,3199.0,823306.0,9434.0,694020.0,7649.0,13366.0,29714.0,16748.0,66,186,0,361,19.0,1.2,0.1,0.01,0.35,grid,,,
MC.PA,PMCC,342235.0,244.7,8.35,20.9,0.26,0.39,-40.0,0.21,-14.8,55.7,15.4,0.0,89928.0,336291.0,24695.0,241121.0,8806.0,47582.0,0.0,0.0,25,195,12,233,39683.0,1.2,0.1,0.02,0.2,grid,,,
MC.PA,CoveredCall,368402.0,268.9,8.83,26.1,0.28,0.37,-64.4,0.14,-31.3,86.8,15.4,51345.0,2962.0,289841.0,1019.0,232004.0,6034.0,10577.0,11809.0,8465.0,26,186,0,256,21.0,1.2,0.1,0.02,0.2,grid,,,
MC.PA,PMCC,362462.0,265.1,8.75,19.7,0.29,0.41,-38.2,0.23,-13.8,55.8,15.4,0.0,94722.0,450277.0,31226.0,346650.0,9121.0,50355.0,0.0,0.0,40,195,12,233,40533.0,1.2,0.1,0.02,0.25,grid,,,
MC.PA,CoveredCall,377947.0,278.5,9.01,25.0,0.28,0.37,-62.8,0.14,-30.8,95.5,15.4,53246.0,2919.0,384701.0,3091.0,324739.0,6237.0,11381.0,17251.0,10965.0,42,186,0,288,22.0,1.2,0.1,0.02,0.25,grid,,,
MC.PA,PMCC,510017.0,413.7,11.19,17.1,0.43,0.57,-32.4,0.35,-9.3,55.9,15.4,0.0,125041.0,1016013.0,84100.0,781930.0,11807.0,71138.0,0.0,0.0,62,195,12,233,45432.0,1.2,0.1,0.02,0.35,grid,,,
MC.PA,CoveredCall,514595.0,415.3,11.21,22.7,0.37,0.45,-59.6,0.19,-31.0,102.7,15.4,66088.0,3290.0,815140.0,289.0,691316.0,7569.0,17875.0,29608.0,16629.0,66,186,0,360,21.0,1.2,0.1,0.02,0.35,grid,,,
MC.PA,PMCC,316237.0,219.6,7.82,21.0,0.24,0.36,-40.3,0.19,-14.6,54.3,15.4,0.0,85745.0,323704.0,23903.0,232601.0,8524.0,63525.0,0.0,0.0,25,195,12,233,38964.0,1.2,0.1,0.03,0.2,grid,,,
MC.PA,CoveredCall,367914.0,268.4,8.82,26.1,0.27,0.37,-64.4,0.14,-31.3,86.8,15.4,51339.0,2953.0,288738.0,1019.0,232004.0,6034.0,11680.0,11808.0,8464.0,26,186,0,256,17.0,1.2,0.1,0.03,0.2,grid,,,
MC.PA,PMCC,332742.0,236.3,8.17,19.9,0.26,0.37,-38.5,0.21,-14.0,55.4,15.4,0.0,89687.0,430814.0,30240.0,331765.0,8839.0,68016.0,0.0,0.0,40,195,12,233,39714.0,1.2,0.1,0.03,0.25,grid,,,
MC.PA,CoveredCall,377573.0,278.1,9.0,25.0,0.28,0.36,-62.9,0.14,-30.9,95.6,15.4,53143.0,2966.0,382419.0,3107.0,324414.0,6239.0,13532.0,17195.0,10877.0,42,186,0,287,24.0,1.2,0.1,0.03,0.25,grid,,,
MC.PA,PMCC,456544.0,361.4,10.42,17.4,0.38,0.52,-32.8,0.32,-10.4,55.1,15.4,0.0,116591.0,949785.0,79597.0,734329.0,11261.0,98008.0,0.0,0.0,62,195,12,233,44281.0,1.2,0.1,0.03,0.35,grid,,,
MC.PA,CoveredCall,499963.0,400.8,11.0,22.7,0.36,0.44,-59.5,0.18,-31.1,100.4,15.4,65141.0,3170.0,795055.0,4079.0,679597.0,7499.0,25030.0,29175.0,16244.0,66,186,0,359,15.0,1.2,0.1,0.03,0.35,grid,,,
BNP.PA,PMCC,681666.0,584.5,13.27,23.0,0.45,0.68,-37.6,0.35,-15.3,64.6,15.4,0.0,143317.0,694760.0,39584.0,221028.0,25146.0,68316.0,0.0,0.0,15,198,12,237,65316.0,vix,0.0,0.01,0.2,grid,,,
BNP.PA,CoveredCall,816905.0,718.5,14.59,34.2,0.43,0.57,-66.9,0.22,-47.9,117.3,15.4,208566.0,2023.0,733025.0,1107.0,260266.0,22078.0,37848.0,12916.0,9491.0,16,186,0,361,6.0,vix,0.0,0.01,0.2,grid,,,
BNP.PA,PMCC,901222.0,805.0,15.34,21.5,0.54,0.81,-33.8,0.45,-11.3,64.3,15.4,0.0,169674.0,1104666.0,61925.0,416833.0,29353.0,80156.0,0.0,0.0,24,198,12,237,65315.0,vix,0.0,0.01,0.25,grid,,,
BNP.PA,CoveredCall,1045559.0,947.6,16.44,33.1,0.48,0.62,-66.1,0.25,-46.3,116.9,15.4,239965.0,2174.0,1152131.0,1157.0,481991.0,25389.0,43524.0,23964.0,19456.0,26,186,0,399,21.0,vix,0.0,0.01,0.25,grid,,,
BNP.PA,PMCC,1452920.0,1359.0,18.97,18.7,0.75,1.05,-28.1,0.68,-6.0,70.8,15.4,0.0,244624.0,2388811.0,136645.0,1169829.0,42142.0,115842.0,0.0,0.0,50,198,12,237,69909.0,vix,0.0,0.01,0.35,grid,,,
BNP.PA,CoveredCall,1734046.0,1637.4,20.32,30.3,0.6,0.73,-62.4,0.33,-43.1,125.1,15.4,355527.0,2723.0,2606514.0,4530.0,1359117.0,37606.0,64467.0,63411.0,54436.0,51,186,0,480,16.0,vix,0.0,0.01,0.35,grid,,,
BNP.PA,PMCC,631925.0,536.4,12.74,23.1,0.43,0.65,-38.1,0.33,-15.9,64.1,15.4,0.0,136816.0,666695.0,38004.0,211810.0,24122.0,94304.0,0.0,0.0,15,198,12,237,64520.0,vix,0.0,0.02,0.2,grid,,,
BNP.PA,CoveredCall,816905.0,718.5,14.59,34.2,0.43,0.57,-66.9,0.22,-47.9,117.3,15.4,208566.0,2023.0,733025.0,1107.0,260266.0,22078.0,37848.0,12916.0,9491.0,16,186,0,361,6.0,vix,0.0,0.02,0.2,grid,,,
BNP.PA,PMCC,842886.0,748.9,14.86,21.6,0.52,0.78,-34.3,0.43,-11.9,63.7,15.4,0.0,162628.0,1068012.0,59857.0,403748.0,28380.0,111874.0,0.0,0.0,24,198,12,237,64535.0,vix,0.0,0.02,0.25,grid,,,
BNP.PA,CoveredCall,1041802.0,943.8,16.41,33.1,0.48,0.62,-66.1,0.25,-46.3,116.6,15.4,239423.0,2193.0,1149185.0,1409.0,480763.0,25391.0,43591.0,23898.0,19374.0,26,186,0,386,6.0,vix,0.0,0.02,0.25,grid,,,
BNP.PA,PMCC,1352639.0,1262.3,18.44,18.9,0.73,1.02,-28.6,0.65,-6.5,70.0,15.4,0.0,233238.0,2298047.0,131608.0,1127944.0,40542.0,163864.0,0.0,0.0,50,198,12,237,69114.0,vix,0.0,0.02,0.35,grid,,,
BNP.PA,CoveredCall,1728869.0,1632.2,20.3,30.3,0.6,0.73,-62.4,0.33,-43.1,124.6,15.4,354166.0,2718.0,2593046.0,3520.0,1353607.0,37396.0,66914.0,63153.0,54150.0,51,186,0,477,10.0,vix,0.0,0.02,0.35,grid,,,
BNP.PA,PMCC,584922.0,490.8,12.2,23.4,0.4,0.61,-38.9,0.31,-16.7,63.6,15.4,0.0,130260.0,644750.0,36780.0,205016.0,23314.0,118980.0,0.0,0.0,15,198,12,237,63175.0,vix,0.0,0.03,0.2,grid,,,
BNP.PA,CoveredCall,817622.0,719.2,14.6,34.2,0.43,0.57,-66.9,0.22,-47.9,117.3,15.4,208572.0,2023.0,732693.0,1107.0,260266.0,22078.0,38127.0,12915.0,9489.0,16,186,0,359,15.0,vix,0.0,0.03,0.2,grid,,,
BNP.PA,PMCC,773743.0,681.5,14.25,21.7,0.5,0.74,-35.1,0.41,-12.7,62.7,15.4,0.0,153927.0,1015579.0,56938.0,384033.0,27010.0,140251.0,0.0,0.0,24,198,12,237,63755.0,vix,0.0,0.03,0.25,grid,,,
BNP.PA,CoveredCall,1042008.0,944.0,16.41,33.1,0.48,0.62,-66.1,0.25,-46.2,116.5,15.4,239391.0,2176.0,1147935.0,1409.0,481078.0,25394.0,45028.0,23905.0,19388.0,26,186,0,389,8.0,vix,0.0,0.03,0.25,grid,,,
BNP.PA,PMCC,1206841.0,1119.0,17.59,19.0,0.69,0.95,-29.4,0.6,-7.3,69.4,15.4,0.0,215208.0,2129557.0,123173.0,1049714.0,37720.0,212618.0,0.0,0.0,50,198,12,237,68238.0,vix,0.0,0.03,0.35,grid,,,
BNP.PA,CoveredCall,1676313.0,1579.6,20.06,30.3,0.59,0.73,-62.6,0.32,-43.4,123.4,15.4,347127.0,2568.0,2526589.0,3275.0,1326268.0,36631.0,81767.0,61832.0,52654.0,51,186,0,472,14.0,vix,0.0,0.03,0.35,grid,,,
BNP.PA,PMCC,495628.0,397.8,10.96,23.5,0.36,0.54,-39.3,0.28,-18.8,63.1,15.4,0.0,112485.0,518051.0,29263.0,192854.0,20391.0,56230.0,0.0,0.0,15,197,12,236,61994.0,vix,0.1,0.01,0.2,grid,,,
BNP.PA,CoveredCall,646368.0,547.6,12.87,33.8,0.38,0.51,-68.2,0.19,-49.1,111.8,15.4,177966.0,1873.0,572337.0,140.0,239196.0,18627.0,31932.0,11058.0,7679.0,16,186,0,344,16.0,vix,0.1,0.01,0.2,grid,,,
BNP.PA,PMCC,608338.0,510.9,12.44,22.1,0.42,0.62,-36.4,0.34,-16.2,63.8,15.4,0.0,126432.0,806387.0,47503.0,363526.0,22666.0,62701.0,0.0,0.0,28,197,12,236,60848.0,vix,0.1,0.01,0.25,grid,,,
BNP.PA,CoveredCall,748916.0,650.4,13.95,32.5,0.42,0.53,-65.6,0.21,-46.9,114.1,15.4,192853.0,2124.0,872426.0,599.0,428680.0,20403.0,34977.0,21616.0,16064.0,30,186,0,379,13.0,vix,0.1,0.01,0.25,grid,,,
BNP.PA,PMCC,1051060.0,955.6,16.5,19.1,0.64,0.88,-30.3,0.54,-11.8,64.7,15.4,0.0,193449.0,1879596.0,101784.0,1009800.0,34379.0,95744.0,0.0,0.0,51,197,12,236,67843.0,vix,0.1,0.01,0.35,grid,,,
BNP.PA,CoveredCall,1224286.0,1126.7,17.64,29.6,0.53,0.64,-62.2,0.28,-44.0,105.1,15.4,281515.0,2446.0,1976497.0,3442.0,1155430.0,29668.0,50862.0,51975.0,42643.0,52,186,0,447,20.0,vix,0.1,0.01,0.35,grid,,,
BNP.PA,PMCC,454794.0,358.1,10.36,23.5,0.33,0.51,-39.7,0.26,-18.9,62.5,15.4,0.0,106938.0,493714.0,27875.0,184006.0,19420.0,77459.0,0.0,0.0,15,197,12,236,60609.0,vix,0.1,0.02,0.2,grid,,,
BNP.PA,CoveredCall,646368.0,547.6,12.87,33.8,0.38,0.51,-68.2,0.19,-49.1,111.8,15.4,177966.0,1873.0,572337.0,140.0,239196.0,18627.0,31932.0,11058.0,7679.0,16,186,0,344,16.0,vix,0.1,0.02,0.2,grid,,,
BNP.PA,PMCC,551767.0,455.8,11.75,22.2,0.4,0.58,-36.9,0.32,-16.9,63.4,15.4,0.0,118690.0,760904.0,44872.0,342885.0,21380.0,85616.0,0.0,0.0,28,197,12,236,60064.0,vix,0.1,0.02,0.25,grid,,,
BNP.PA,CoveredCall,751628.0,653.1,13.98,32.5,0.42,0.53,-65.6,0.21,-46.9,114.1,15.4,193315.0,2066.0,874213.0,603.0,429890.0,20450.0,35072.0,21694.0,16155.0,30,186,0,377,12.0,vix,0.1,0.02,0.25,grid,,,
BNP.PA,PMCC,968210.0,875.3,15.9,19.3,0.61,0.84,-30.6,0.52,-12.3,64.1,15.4,0.0,183259.0,1798072.0,97513.0,966550.0,32881.0,135059.0,0.0,0.0,51,197,12,236,67028.0,vix,0.1,0.02,0.35,grid,,,
BNP.PA,CoveredCall,1208654.0,1111.0,17.54,29.6,0.53,0.64,-62.3,0.28,-44.1,103.5,15.4,278733.0,2517.0,1954822.0,0.0,1143947.0,29120.0,52095.0,51437.0,42062.0,52,186,0,449,17.0,vix,0.1,0.02,0.35,grid,,,
BNP.PA,PMCC,421749.0,326.1,9.85,23.9,0.31,0.47,-40.7,0.24,-19.6,62.7,15.4,0.0,102175.0,479589.0,27083.0,178129.0,18842.0,98285.0,0.0,0.0,15,197,12,236,59225.0,vix,0.1,0.03,0.2,grid,,,
BNP.PA,CoveredCall,649420.0,550.7,12.9,33.8,0.39,0.51,-68.2,0.19,-49.1,112.3,15.4,178409.0,1912.0,573835.0,518.0,239282.0,18837.0,32386.0,11060.0,7692.0,16,186,0,348,22.0,vix,0.1,0.03,0.2,grid,,,
BNP.PA,PMCC,507879.0,413.1,11.18,22.5,0.37,0.55,-38.0,0.29,-17.6,62.8,15.4,0.0,112462.0,732416.0,43384.0,331062.0,20606.0,109030.0,0.0,0.0,28,197,12,236,59279.0,vix,0.1,0.03,0.25,grid,,,
BNP.PA,CoveredCall,742048.0,643.5,13.88,32.4,0.41,0.53,-65.6,0.21,-47.2,113.8,15.4,191835.0,2082.0,866590.0,595.0,427194.0,20296.0,36014.0,21515.0,15956.0,30,186,0,381,5.0,vix,0.1,0.03,0.25,grid,,,
BNP.PA,PMCC,879631.0,788.7,15.21,19.5,0.57,0.79,-31.2,0.49,-12.9,63.3,15.4,0.0,172329.0,1699852.0,93084.0,919302.0,31201.0,178023.0,0.0,0.0,51,197,12,236,66154.0,vix,0.1,0.03,0.35,grid,,,
BNP.PA,CoveredCall,1187508.0,1089.8,17.4,29.6,0.52,0.64,-62.4,0.28,-44.3,104.2,15.4,275938.0,2394.0,1923894.0,3418.0,1132547.0,29064.0,63610.0,50868.0,41436.0,52,186,0,460,9.0,vix,0.1,0.03,0.35,grid,,,
BNP.PA,PMCC,396539.0,298.1,9.36,23.1,0.3,0.44,-36.9,0.25,-15.3,57.4,15.4,0.0,102671.0,395259.0,26105.0,231282.0,17442.0,44938.0,0.0,0.0,29,197,12,236,62546.0,1.0,0.0,0.01,0.2,grid,,,
BNP.PA,CoveredCall,348662.0,249.3,8.44,34.0,0.27,0.36,-68.0,0.12,-48.9,109.9,15.4,117683.0,1862.0,340184.0,329.0,223533.0,12428.0,21306.0,12739.0,8143.0,30,186,0,314,17.0,1.0,0.0,0.01,0.2,grid,,,
BNP.PA,PMCC,460026.0,361.8,10.42,22.1,0.34,0.49,-34.8,0.3,-11.8,53.8,15.4,0.0,114559.0,600239.0,38625.0,384114.0,19656.0,50758.0,0.0,0.0,40,197,12,236,68964.0,1.0,0.0,0.01,0.25,grid,,,
BNP.PA,CoveredCall,381137.0,281.9,9.07,32.6,0.28,0.36,-65.0,0.14,-46.2,97.5,15.4,128508.0,1910.0,507687.0,1595.0,357997.0,13570.0,23262.0,18514.0,11510.0,42,186,0,355,19.0,1.0,0.0,0.01,0.25,grid,,,
BNP.PA,PMCC,550608.0,452.7,11.71,19.2,0.42,0.57,-28.8,0.41,-10.8,56.5,15.4,0.0,135487.0,1120214.0,72262.0,821230.0,23030.0,59619.0,0.0,0.0,58,197,12,236,71517.0,1.0,0.0,0.01,0.35,grid,,,
BNP.PA,CoveredCall,430881.0,331.7,9.94,29.9,0.31,0.38,-62.6,0.16,-44.7,90.2,15.4,145057.0,2187.0,906577.0,988.0,734716.0,15194.0,26046.0,29363.0,18166.0,59,186,0,414,15.0,1.0,0.0,0.01,0.35,grid,,,
BNP.PA,PMCC,364508.0,266.8,8.79,23.2,0.28,0.41,-37.3,0.24,-15.8,57.0,15.4,0.0,97358.0,376785.0,24847.0,220430.0,16634.0,60255.0,0.0,0.0,29,197,12,236,62576.0,1.0,0.0,0.02,0.2,grid,,,
BNP.PA,CoveredCall,348662.0,249.3,8.44,34.0,0.27,0.36,-68.0,0.12,-48.9,109.9,15.4,117683.0,1862.0,340184.0,329.0,223533.0,12428.0,21306.0,12739.0,8143.0,30,186,0,314,17.0,1.0,0.0,0.02,0.2,grid,,,
BNP.PA,PMCC,427114.0,329.8,9.91,22.2,0.32,0.46,-35.2,0.28,-12.3,53.2,15.4,0.0,109563.0,577008.0,37143.0,369489.0,18914.0,68821.0,0.0,0.0,40,197,12,236,67839.0,1.0,0.0,0.02,0.25,grid,,,
BNP.PA,CoveredCall,381131.0,281.9,9.07,32.6,0.28,0.36,-65.0,0.14,-46.3,97.8,15.4,128509.0,1913.0,507626.0,1595.0,357997.0,13570.0,23323.0,18514.0,11510.0,42,186,0,355,15.0,1.0,0.0,0.02,0.25,grid,,,
BNP.PA,PMCC,515764.0,419.1,11.26,19.4,0.4,0.54,-29.1,0.39,-11.5,56.5,15.4,0.0,130254.0,1088695.0,70326.0,797096.0,22386.0,82573.0,0.0,0.0,58,197,12,236,70869.0,1.0,0.0,0.02,0.35,grid,,,
BNP.PA,CoveredCall,426448.0,327.3,9.87,29.9,0.31,0.37,-62.6,0.16,-44.6,89.7,15.4,144589.0,2126.0,902658.0,1797.0,732288.0,15206.0,26752.0,29257.0,18015.0,59,186,0,412,40.0,1.0,0.0,0.02,0.35,grid,,,
BNP.PA,PMCC,337957.0,241.0,8.27,23.3,0.26,0.38,-37.9,0.22,-16.4,55.8,15.4,0.0,93256.0,362889.0,23860.0,213189.0,16040.0,74915.0,0.0,0.0,29,197,12,236,61520.0,1.0,0.0,0.03,0.2,grid,,,
BNP.PA,CoveredCall,349183.0,249.9,8.45,34.0,0.27,0.36,-68.0,0.12,-49.0,110.0,15.4,117737.0,1880.0,340213.0,329.0,223533.0,12434.0,21407.0,12738.0,8143.0,30,186,0,317,7.0,1.0,0.0,0.03,0.2,grid,,,
BNP.PA,PMCC,395261.0,298.8,9.38,22.3,0.3,0.43,-35.9,0.26,-13.0,52.4,15.4,0.0,104700.0,555371.0,35721.0,355655.0,18205.0,85808.0,0.0,0.0,40,197,12,236,66702.0,1.0,0.0,0.03,0.25,grid,,,
BNP.PA,CoveredCall,381170.0,281.9,9.07,32.6,0.28,0.36,-65.0,0.14,-46.0,97.5,15.4,128357.0,1878.0,506728.0,1595.0,357262.0,13554.0,23774.0,18485.0,11510.0,42,186,0,355,33.0,1.0,0.0,0.03,0.25,grid,,,
BNP.PA,PMCC,465817.0,370.0,10.55,19.5,0.37,0.5,-29.3,0.36,-12.3,55.5,15.4,0.0,122386.0,1022350.0,66765.0,751124.0,21133.0,105980.0,0.0,0.0,58,197,12,236,70218.0,1.0,0.0,0.03,0.35,grid,,,
BNP.PA,CoveredCall,421006.0,321.8,9.78,29.9,0.3,0.37,-62.6,0.16,-44.9,89.9,15.4,143763.0,2145.0,892760.0,1775.0,726680.0,15111.0,31344.0,29043.0,17787.0,59,186,0,417,16.0,1.0,0.0,0.03,0.35,grid,,,
BNP.PA,PMCC,271318.0,172.5,6.71,23.5,0.2,0.29,-37.7,0.18,-16.6,50.4,15.4,0.0,77035.0,303765.0,19969.0,220644.0,13598.0,35885.0,0.0,0.0,33,197,12,236,57724.0,1.0,0.1,0.01,0.2,grid,,,
BNP.PA,CoveredCall,266978.0,167.5,6.58,33.1,0.22,0.28,-68.8,0.1,-49.7,98.7,15.4,100091.0,1878.0,283016.0,168.0,229627.0,10570.0,18120.0,12274.0,7031.0,35,186,0,302,11.0,1.0,0.1,0.01,0.2,grid,,,
BNP.PA,PMCC,303516.0,204.8,7.49,22.8,0.23,0.32,-36.5,0.2,-13.8,51.9,15.4,0.0,86939.0,432821.0,26215.0,331090.0,15563.0,41160.0,0.0,0.0,41,197,12,236,60921.0,1.0,0.1,0.01,0.25,grid,,,
BNP.PA,CoveredCall,257433.0,157.9,6.33,32.1,0.21,0.26,-66.6,0.1,-48.0,83.5,15.4,105393.0,1812.0,375968.0,818.0,319079.0,11050.0,18942.0,15302.0,8019.0,43,186,0,331,16.0,1.0,0.1,0.01,0.25,grid,,,
BNP.PA,PMCC,394584.0,296.2,9.33,19.6,0.31,0.42,-30.7,0.3,-11.3,56.2,15.4,0.0,101595.0,858144.0,56203.0,662586.0,17994.0,47785.0,0.0,0.0,60,197,12,236,63785.0,1.0,0.1,0.01,0.35,grid,,,
BNP.PA,CoveredCall,328410.0,229.0,8.02,29.1,0.25,0.3,-63.1,0.13,-46.2,83.4,15.4,119918.0,1942.0,732069.0,1039.0,629473.0,12596.0,21594.0,24771.0,13996.0,61,186,0,399,11.0,1.0,0.1,0.01,0.35,grid,,,
BNP.PA,PMCC,254818.0,156.6,6.3,23.8,0.18,0.26,-38.0,0.17,-17.0,50.0,15.4,0.0,74226.0,295784.0,19448.0,215610.0,13251.0,49701.0,0.0,0.0,33,197,12,236,56574.0,1.0,0.1,0.02,0.2,grid,,,
BNP.PA,CoveredCall,266978.0,167.5,6.58,33.1,0.22,0.28,-68.8,0.1,-49.7,98.7,15.4,100091.0,1878.0,283016.0,168.0,229627.0,10570.0,18120.0,12274.0,7031.0,35,186,0,302,11.0,1.0,0.1,0.02,0.2,grid,,,
BNP.PA,PMCC,279962.0,181.9,6.95,22.9,0.21,0.29,-37.2,0.19,-14.4,50.8,15.4,0.0,83030.0,417959.0,25301.0,320299.0,15036.0,56515.0,0.0,0.0,41,197,12,236,59747.0,1.0,0.1,0.02,0.25,grid,,,
BNP.PA,CoveredCall,257443.0,157.9,6.33,32.1,0.21,0.26,-66.6,0.1,-48.0,83.5,15.4,105391.0,1814.0,375953.0,818.0,319079.0,11050.0,18957.0,15302.0,8019.0,43,186,0,331,16.0,1.0,0.1,0.02,0.25,grid,,,
BNP.PA,PMCC,363191.0,265.8,8.77,19.8,0.29,0.38,-30.9,0.28,-11.8,55.2,15.4,0.0,96670.0,826696.0,54229.0,639185.0,17351.0,66178.0,0.0,0.0,60,197,12,236,62529.0,1.0,0.1,0.02,0.35,grid,,,
BNP.PA,CoveredCall,328039.0,228.7,8.01,29.1,0.25,0.3,-63.2,0.13,-46.3,83.5,15.4,119880.0,1914.0,731237.0,1039.0,629473.0,12591.0,22124.0,24770.0,13996.0,61,186,0,401,17.0,1.0,0.1,0.02,0.35,grid,,,
BNP.PA,PMCC,233934.0,136.3,5.73,24.0,0.16,0.23,-38.8,0.15,-17.8,49.8,15.4,0.0,70754.0,285653.0,18780.0,208806.0,12806.0,62189.0,0.0,0.0,33,197,12,236,55423.0,1.0,0.1,0.03,0.2,grid,,,
BNP.PA,CoveredCall,263876.0,164.4,6.5,33.2,0.22,0.28,-68.8,0.09,-49.8,98.8,15.4,99679.0,1846.0,281794.0,168.0,228316.0,10523.0,18066.0,12202.0,6940.0,35,186,0,301,18.0,1.0,0.1,0.03,0.2,grid,,,
BNP.PA,PMCC,254818.0,157.4,6.32,23.0,0.18,0.26,-37.5,0.17,-14.9,50.4,15.4,0.0,78809.0,395936.0,23973.0,302631.0,14243.0,69503.0,0.0,0.0,41,197,12,236,59782.0,1.0,0.1,0.03,0.25,grid,,,
BNP.PA,CoveredCall,257453.0,158.0,6.33,32.2,0.21,0.26,-66.6,0.1,-48.1,83.2,15.4,105392.0,1789.0,375519.0,784.0,319079.0,11041.0,19197.0,15302.0,8019.0,43,186,0,334,15.0,1.0,0.1,0.03,0.25,grid,,,
BNP.PA,PMCC,328297.0,231.6,8.08,20.0,0.25,0.34,-31.2,0.26,-12.4,54.5,15.4,0.0,91309.0,779458.0,51600.0,604333.0,16427.0,85199.0,0.0,0.0,60,197,12,236,61025.0,1.0,0.1,0.03,0.35,grid,,,
BNP.PA,CoveredCall,327490.0,228.1,8.0,29.1,0.25,0.3,-63.4,0.13,-46.4,83.7,15.4,119798.0,1884.0,727079.0,1039.0,627829.0,12584.0,25828.0,24731.0,13981.0,61,186,0,403,6.0,1.0,0.1,0.03,0.35,grid,,,
BNP.PA,PMCC,568247.0,470.7,11.95,23.6,0.39,0.6,-36.3,0.33,-12.8,59.6,15.4,0.0,126255.0,607519.0,36026.0,249055.0,22554.0,60962.0,0.0,0.0,20,198,12,237,61697.0,1.2,0.0,0.01,0.2,grid,,,
BNP.PA,CoveredCall,679362.0,580.7,13.23,34.4,0.39,0.52,-66.1,0.2,-46.4,129.8,15.4,186847.0,1978.0,640752.0,1103.0,282249.0,19805.0,33951.0,15627.0,13448.0,20,186,0,353,20.0,1.2,0.0,0.01,0.2,grid,,,
BNP.PA,PMCC,831396.0,735.0,14.74,21.8,0.52,0.78,-32.6,0.45,-9.7,68.0,15.4,0.0,157047.0,988940.0,64019.0,373373.0,27454.0,74641.0,0.0,0.0,29,198,12,237,64609.0,1.2,0.0,0.01,0.25,grid,,,
BNP.PA,CoveredCall,961579.0,863.4,15.81,33.2,0.46,0.6,-64.8,0.24,-43.5,135.9,15.4,221967.0,2077.0,1024849.0,888.0,424821.0,23572.0,40410.0,24556.0,20644.0,30,186,0,383,18.0,1.2,0.0,0.01,0.25,grid,,,
BNP.PA,PMCC,1331194.0,1236.9,18.29,18.9,0.72,1.02,-29.4,0.62,-5.8,75.6,15.4,0.0,238499.0,2261934.0,128418.0,1183463.0,41449.0,113231.0,0.0,0.0,47,198,12,237,71067.0,1.2,0.0,0.01,0.35,grid,,,
