y,x,corr,eg_pvalue,eg_tstat,beta,half_life,hurst,n_obs
TMK,SCHW,0.6826675787296181,0.08651522508199516,-3.1089707588681534,0.757902071755011,38.148223512830825,0.38314297088067867,1259
SO,EIX,0.6402653694850833,0.08671204935196691,-3.107976026183293,0.35435607376850214,39.913945757687486,0.40994752957232206,1259
NTRS,BLK,0.6626542110009562,0.08691971864985276,-3.1069283793193696,0.9468772799226923,52.56641517875704,0.46122286483875574,1259
SRE,EIX,0.6456287344594769,0.08709584210130689,-3.1060413933728275,0.5247278071600919,54.510891023875395,0.3694418218323866,1259
DISCA,DISCK,0.9846021367356317,0.08713459334391593,-3.105846422429037,1.0310912306527316,35.285910082471936,0.36613256412989786,1259
BLK,STI,0.6291081560961945,0.0873453768193419,-3.1047870722430786,0.7488264326395253,46.04372842948,0.445735680480128,1259
GS,MTB,0.681375085950831,0.0873929165272368,-3.1045484220496427,1.012803824720151,44.238927430191126,0.43376485598633685,1259
WFC,GS,0.7176706549987363,0.08758807012074143,-3.1035697993805833,0.5843636546821612,70.44026295968585,0.4292955507121995,1259
PFG,PCAR,0.644963845089979,0.08830969035561614,-3.0999657327648054,1.3522947396062648,68.06990907542621,0.5314412265841484,1259
TMK,ITW,0.6241712892554052,0.08840087737809099,-3.0995119301840357,0.7771607910378042,50.939457369532406,0.5079208720388813,1259
ES,WEC,0.8522430828413549,0.08866092869058562,-3.0982197395809346,0.8241010247573408,25.520354591325514,0.361404529911842,1249
BBT,RF,0.8096965991911171,0.08955646613702833,-3.093792110712876,0.5775989569675365,40.29429333397851,0.36050427303670096,1259
DFS,RF,0.6205700491818102,0.09007999500055008,-3.0912195351580376,0.5117415591102947,60.81731142396915,0.4166923724753809,1259
CL,PG,0.6646287641984943,0.09038087325215527,-3.089746258071687,0.8503900093640726,53.72760954789673,0.47162664773497864,1259
PRU,BAC,0.7562306989173685,0.091081826876027,-3.086328575469753,0.6752782351601105,45.480361154268245,0.4455641717081049,1259
DUK,PPL,0.7084415959308683,0.09152059332156892,-3.0841995463832865,0.8002689839113627,64.45545048981539,0.4717495168114633,1259
UDR,AVB,0.8229012983104756,0.09166671160922835,-3.083492278754265,1.1491036448089775,30.879715474834036,0.38245919431087205,1259
USB,PNC,0.8338354137618622,0.09427485489338333,-3.0710111962842346,0.623454201165146,38.69161359678269,0.34934355347893886,1259
HON,BLK,0.6383430654397253,0.09470852989465589,-3.0689616242834994,1.0409788311825234,38.74009455864224,0.39925616875621295,1259
SCHW,ETFC,0.7912826346237024,0.09478097761358567,-3.0686199329984447,0.6813565320297126,40.477429866208404,0.4340019862844018,1259
PFG,BBT,0.6880435155086637,0.09483277942211105,-3.068375738283397,1.3635528656291087,45.486098730527594,0.4853756969503885,1259
BXP,REG,0.6925781922590493,0.0950182981249389,-3.0675020359305396,0.49913373570281205,47.443635172225214,0.42683766973725484,1259
PCAR,ROK,0.615032026367767,0.09567242852755747,-3.0644317729331356,0.44297558563887623,48.67451713196873,0.4361596665910182,1259
PFG,USB,0.7203772397280108,0.09687917453490358,-3.0588095509934816,1.3260107580479468,51.70564667384407,0.49117781237102326,1259
MET,IVZ,0.6539023037509483,0.09689566946658396,-3.0587330723837978,0.7025360269098256,46.08076373475364,0.438115175651089,1259
DFS,BAC,0.6279507292919642,0.09703857104866492,-3.0580709256578564,0.47316694812608856,58.50185191488072,0.4426471727675629,1259
HBAN,MTB,0.750518343128576,0.0975975040251027,-3.055488179246919,1.160965681886829,51.74265334921976,0.3823657705462882,1259
HBAN,JPM,0.7584677476370667,0.09889952520084577,-3.0495151227968433,0.8252175543911336,54.577479390600914,0.4134743569795633,1259
PFG,PH,0.6182918348242702,0.09932061858103214,-3.0475961478288074,0.8694706935123275,52.097690974578434,0.5212214133513736,1259
CHD,CLX,0.6208852602931723,0.09976551180413556,-3.04557541679803,0.955009480815957,39.53722573116642,0.4568934716481523,1259
MTB,ZION,0.7553075451971192,0.10037036700397883,-3.042839071790024,0.6533755200869302,46.99499160006384,0.4199122714862168,1259
AMP,AME,0.6220364239250568,0.10187161029991937,-3.0361011087767156,1.3540240962878125,53.68602922767521,0.4198361637543943,1259
WFC,RJF,0.6744059817718404,0.10231193802568633,-3.0341390702014412,0.4131261714946584,70.8558915656426,0.44595572674195605,1259
PCAR,ETN,0.6120238453343773,0.10301532830871668,-3.0310180632220813,0.8052579925691966,44.50320816606649,0.4375031055854173,1259
ED,AWK,0.6916953887189666,0.10347801238054821,-3.0289738570091584,0.5414068526444609,49.432605829105206,0.43288749399135706,1259
USB,ETFC,0.6280727024530054,0.10426937988033591,-3.025493407793612,0.33355008380446727,41.2629096035396,0.38499513299015686,1259
HP,SLB,0.715060632699257,0.10520611519838036,-3.021399262225713,1.48198632602202,47.835069965200326,0.40491818960044107,1259
SLB,HES,0.6733478959790131,0.10571725121935227,-3.0191768233588543,0.4856998585805368,48.98509674455781,0.42443244908828776,1259
AON,MMC,0.787940853716104,0.10579960852071413,-3.0188194870660947,1.0250932001881568,27.497454327158696,0.3938838127540293,1259
COF,HBAN,0.641465895206138,0.10608233017489965,-3.0175943879156057,0.629922170353991,44.66091245327877,0.3785485975380067,1259
BLK,JPM,0.6746618175733902,0.10751970050291576,-3.011403572429761,0.7311624789459333,54.94200518544804,0.4643471469394229,1259
STI,MTB,0.789303553893648,0.10763527733060141,-3.0109084811007754,1.331664967111415,52.65216890379055,0.41419352627698675,1259
